Execution_ID,Compiler,Circuit_Depth,Shannon_Entropy,KL_Divergence,HOP
78,PROMETHEUS_ESSP,973,14.850130536523551,1.3977416176068862,0.6238125530023847
79,IBM_SABRE,98,15.95361108656808,3.580631206324937,0.5080729743417489
79,PROMETHEUS_ESSP,986,14.24515207719777,1.058371724063722,0.6753770849775125
80,IBM_SABRE,103,15.960420294078236,3.677972646408885,0.506748677406132
80,PROMETHEUS_ESSP,1138,15.190441339142243,1.6696227154205021,0.5925894160018101
81,IBM_SABRE,101,15.980292244930633,4.125990655914329,0.5033937111399183
81,PROMETHEUS_ESSP,955,14.492660265770965,1.1817239160855801,0.6547866299071834
82,IBM_SABRE,105,15.974838329529922,3.9649270222151607,0.5046489999060846
82,PROMETHEUS_ESSP,1004,14.516642361202342,1.1946577471634514,0.6527570275120533
83,IBM_SABRE,102,15.977893454040432,4.052621897744156,0.5039542926764193
83,PROMETHEUS_ESSP,1100,14.54114258715566,1.208071861857966,0.6506768947810982
84,IBM_SABRE,96,15.976662975719512,4.0130763106951735,0.5041599305418119
84,PROMETHEUS_ESSP,1070,15.096592321180449,1.5857057785131405,0.6014033143399634
85,IBM_SABRE,110,15.985338356147075,4.3459724438429,0.5021251020051504
85,PROMETHEUS_ESSP,1100,14.967150259977036,1.4819315389276195,0.6132955007544763
86,IBM_SABRE,101,15.973916165375288,3.940760897570957,0.5050348535097935
86,PROMETHEUS_ESSP,983,14.610761798181864,1.2473536491244257,0.6447282204514388
87,IBM_SABRE,105,15.977720537854964,4.047239518709268,0.5039918067985996
87,PROMETHEUS_ESSP,1114,15.000012149552594,1.5071208866959216,0.6103034301779648
88,IBM_SABRE,113,15.97927618104348,4.094001487410115,0.503627633865914
88,PROMETHEUS_ESSP,1127,14.881345195850322,1.4194135697463282,0.621027393468145
89,IBM_SABRE,96,15.969082694871961,3.8334419556944823,0.5051582276280506
89,PROMETHEUS_ESSP,1101,15.056145649793743,1.5519207716426973,0.6051505406462352
90,IBM_SABRE,96,15.965008215411999,3.75544761014725,0.5062804534505446
90,PROMETHEUS_ESSP,966,14.08302342512506,0.986121360054816,0.6885397766881016
91,IBM_SABRE,97,15.958902900029877,3.6544889875475723,0.5072438301429435
91,PROMETHEUS_ESSP,1048,14.289278626665487,1.0791228150416852,0.6717516707366848
92,IBM_SABRE,96,15.94488430685658,3.475258012640702,0.5093180828836372
92,PROMETHEUS_ESSP,973,14.753265963851746,1.3337307972515313,0.6323674244986828
93,IBM_SABRE,100,15.9662226567329,3.777443607362473,0.5060599145593054
93,PROMETHEUS_ESSP,1127,15.093807697402147,1.58333685346888,0.6016622531058333
94,IBM_SABRE,104,15.9847695334981,4.3138449197254705,0.5025781416949338
94,PROMETHEUS_ESSP,1067,14.9614463065156,1.4776329456011084,0.6138130571028922
95,IBM_SABRE,103,15.978086826467274,4.057731015761999,0.5037559768085177
95,PROMETHEUS_ESSP,1132,14.915507038369485,1.4437675857497954,0.617962667429169
96,IBM_SABRE,111,15.988617048392129,4.55915426691348,0.5017565268257701
96,PROMETHEUS_ESSP,971,14.420257761445347,1.1438000480580452,0.6608757784270103
97,IBM_SABRE,112,15.988829374530079,4.56947516148061,0.5017185980301891
97,PROMETHEUS_ESSP,1010,14.683971540992216,1.2906607408477957,0.638410035718558
98,IBM_SABRE,97,15.961364597621683,3.6935094911158415,0.5063763344451124
98,PROMETHEUS_ESSP,1135,14.67007153981386,1.2822713278830127,0.6396147373244161
99,IBM_SABRE,106,15.983086208577634,4.238977925302684,0.5027133687605952
99,PROMETHEUS_ESSP,1079,14.549457108254154,1.2126713779282408,0.649969416850211
